ST,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
AZ,3,6,0.069,1.22
AZ,3,7,0.022,0.59
AZ,3,10,0.126,1.73
AZ,4,1,0.310,2.76
AZ,4,2,0.690,2.76
AZ,5,1,0.053,1.13
AZ,5,2,0.268,2.57
AZ,5,3,0.679,2.58
AZ,6,1,0.046,1.22
AZ,6,2,0.505,2.24
AZ,6,3,0.449,1.91
AZ,7,1,0.417,2.86
AZ,7,2,0.583,2.86
AZ,8,1,0.067,1.02
AZ,8,2,0.933,1.02
AZ,9,1,0.153,2.19
AZ,9,2,0.847,2.19
AZ,10,1,0.087,1.43
AZ,10,2,0.132,1.29
AZ,10,3,0.166,2.27
AZ,10,4,0.279,1.63
AZ,10,5,0.178,2.68
AZ,10,6,0.055,1.08
AZ,10,7,0.104,1.43
AZ,11,1,0.099,1.97
AZ,11,2,0.901,1.97
AZ,12,1,0.204,1.79
AZ,12,2,0.796,1.79
AZ,13,1,0.713,2.2
AZ,13,2,0.321,1.9
AZ,13,3,0.077,1.27
AZ,13,5,0.028,1.21
AZ,13,6,0.067,1.51
AZ,13,7,0.114,1.84
AZ,13,8,0.029,0.94
AZ,13,9,0.055,1.14
AZ,13,10,0.225,1.74
AZ,14,1,0.281,2.09
AZ,14,2,0.128,1.34
AZ,14,3,0.029,0.77
AZ,14,5,0.614,1.57
AZ,15,1,0.037,0.87
AZ,15,2,0.162,2.26
AZ,15,3,0.331,2.37
AZ,15,4,0.329,2.77
AZ,15,5,0.043,1.4
AZ,15,6,0.098,1.52
CA,1,1,0.561,1.26
CA,1,2,0.353,0.96
CA,1,3,0.067,0.49
CA,1,4,0.012,0.23
CA,1,5,0.007,0.2
CA,2,1,0.052,0.45
CA,2,2,0.762,0.86
CA,2,3,0.186,0.76
CA,3,1,0.258,0.68
CA,3,2,0.110,0.56
CA,3,3,0.097,0.62
CA,3,4,0.143,0.76
CA,3,5,0.143,1.03
CA,3,6,0.074,0.29
CA,3,7,0.028,0.33
CA,3,8,0.023,0.33
CA,3,9,0.021,0.31
CA,3,10,0.103,0.89
CA,4,1,0.478,0.92
CA,4,2,0.522,0.92
CA,5,1,0.037,0.38
CA,5,2,0.315,1.09
CA,5,3,0.648,0.94
CA,6,1,0.050,0.44
CA,6,2,0.532,1.03
CA,6,3,0.418,1.05
CA,7,1,0.464,0.96
CA,7,2,0.536,0.96
CA,8,1,0.077,0.34
CA,8,2,0.923,0.34
CA,9,1,0.146,0.7
CA,9,2,0.854,0.7
CA,10,1,0.096,0.45
CA,10,2,0.137,0.73
CA,10,3,0.179,0.76
CA,10,4,0.223,0.71
CA,10,5,0.172,0.83
CA,10,6,0.083,0.58
CA,10,7,0.109,0.63
CA,11,1,0.136,0.67
CA,11,2,0.864,0.67
CA,12,1,0.281,1.21
CA,12,2,0.719,1.21
CA,13,1,0.754,0.9
CA,13,2,0.365,1.05
CA,13,3,0.112,0.57
CA,13,4,0.023,0.33
CA,13,5,0.051,0.48
CA,13,6,0.102,0.69
CA,13,7,0.138,0.85
CA,13,8,0.070,0.6
CA,13,9,0.049,0.5
CA,13,10,0.170,0.82
CA,14,1,0.215,1.04
CA,14,2,0.116,0.6
CA,14,3,0.030,0.32
CA,14,4,0.021,0.21
CA,14,5,0.669,1.16
CA,15,1,0.027,0.24
CA,15,2,0.199,1.15
CA,15,3,0.277,1.04
CA,15,4,0.350,1.06
CA,15,5,0.085,0.9
CA,15,6,0.062,0.52
CO,1,1,0.451,1.88
CO,1,2,0.409,1.48
CO,1,3,0.107,1.29
CO,1,4,0.026,0.83
CO,2,1,0.065,1.04
CO,2,2,0.681,2.37
CO,2,3,0.255,2.45
CO,3,1,0.237,1.44
CO,3,2,0.138,1.3
CO,3,3,0.122,0.85
CO,3,4,0.127,1.6
CO,3,5,0.124,1.6
CO,3,6,0.079,1.18
CO,3,7,0.027,0.46
CO,3,8,0.022,0.64
CO,3,10,0.113,1.34
CO,4,1,0.362,1.92
CO,4,2,0.638,1.92
CO,5,1,0.034,0.83
CO,5,2,0.200,2.25
CO,5,3,0.766,2.4
CO,6,1,0.082,1.42
CO,6,2,0.504,1.53
CO,6,3,0.414,1.7
CO,7,1,0.382,2.15
CO,7,2,0.618,2.15
CO,8,1,0.083,1.41
CO,8,2,0.917,1.41
CO,9,1,0.132,1.16
CO,9,2,0.868,1.16
CO,10,1,0.081,1
CO,10,2,0.108,1.2
CO,10,3,0.175,1.56
CO,10,4,0.276,2.55
CO,10,5,0.186,2.17
CO,10,6,0.071,0.91
CO,10,7,0.104,1.43
CO,11,1,0.101,0.98
CO,11,2,0.899,0.98
CO,12,1,0.217,1.45
CO,12,2,0.783,1.45
CO,13,1,0.705,1.81
CO,13,2,0.312,1.99
CO,13,3,0.099,0.82
CO,13,5,0.043,0.74
CO,13,6,0.101,1.15
CO,13,7,0.125,1.33
CO,13,8,0.044,1.05
CO,13,9,0.029,0.8
CO,13,10,0.226,1.42
CO,14,1,0.391,2.38
CO,14,2,0.077,1.2
CO,14,3,0.042,0.75
CO,14,5,0.553,2.24
CO,15,1,0.050,0.93
CO,15,2,0.222,2.55
CO,15,3,0.266,2.27
CO,15,4,0.300,2.8
CO,15,5,0.060,1.31
CO,15,6,0.102,1.47
CT,1,1,0.557,3.89
CT,1,2,0.382,3.81
CT,1,3,0.049,1.13
CT,2,1,0.073,0.79
CT,2,2,0.751,3.14
CT,2,3,0.176,2.57
CT,3,1,0.240,2.78
CT,3,2,0.112,1.92
CT,3,3,0.060,1.19
CT,3,4,0.205,3.04
CT,3,5,0.159,2.16
CT,3,6,0.081,1.47
CT,3,10,0.092,1.25
CT,4,1,0.408,3.11
CT,4,2,0.592,3.11
CT,5,1,0.039,0.87
CT,5,2,0.303,2.75
CT,5,3,0.658,2.92
CT,6,1,0.053,1.27
CT,6,2,0.469,2.79
CT,6,3,0.479,2.97
CT,7,1,0.432,2.82
CT,7,2,0.568,2.82
CT,8,1,0.074,1.37
CT,8,2,0.926,1.37
CT,9,1,0.157,2.09
CT,9,2,0.843,2.09
CT,10,1,0.153,3.54
CT,10,2,0.136,2.48
CT,10,3,0.178,2.47
CT,10,4,0.218,2.94
CT,10,5,0.153,1.99
CT,10,6,0.062,1.58
CT,10,7,0.100,2.34
CT,11,1,0.121,2.6
CT,11,2,0.879,2.6
CT,12,1,0.275,2.2
CT,12,2,0.725,2.2
CT,13,1,0.772,2.32
CT,13,2,0.258,3.27
CT,13,3,0.104,1.49
CT,13,5,0.055,1.15
CT,13,6,0.086,1.99
CT,13,7,0.150,2.05
CT,13,8,0.055,1.22
CT,13,10,0.154,2.72
CT,14,1,0.361,2.42
CT,14,2,0.115,2.14
CT,14,3,0.056,1.15
CT,14,5,0.530,2.77
CT,15,2,0.202,2.41
CT,15,3,0.321,4.62
CT,15,4,0.321,3.5
CT,15,5,0.086,2.69
CT,15,6,0.042,1.17
DC,1,1,0.581,3.87
DC,1,2,0.338,3.73
DC,2,2,0.773,3.61
DC,2,3,0.188,4.29
DC,3,1,0.298,4.61
DC,3,10,0.165,3.59
DC,4,1,0.645,8.27
DC,4,2,0.355,8.27
DC,5,2,0.284,7.4
DC,5,3,0.705,7.79
DC,6,2,0.494,5.32
DC,6,3,0.506,5.32
DC,7,1,0.411,5.73
DC,7,2,0.589,5.73
DC,8,1,0.129,4.29
DC,8,2,0.871,4.29
DC,9,2,0.897,4.73
DC,10,4,0.309,5.8
DC,10,5,0.231,3.37
DC,11,1,0.177,5.38
DC,11,2,0.823,5.38
DC,12,1,0.337,7.88
DC,12,2,0.663,7.88
DC,13,1,0.679,4.62
DC,13,2,0.289,7.21
DC,13,5,0.165,5.36
DC,13,8,0.143,4.8
DC,13,10,0.218,4.09
DC,14,1,0.223,6.47
DC,14,5,0.713,5.18
DC,15,2,0.156,3.83
DC,15,3,0.316,5.66
DC,15,4,0.404,7.77
DE,1,1,0.458,3.62
DE,1,2,0.435,6.16
DE,2,2,0.727,3.86
DE,2,3,0.191,5.65
DE,3,1,0.187,4.55
DE,3,2,0.111,4.34
DE,3,4,0.184,3.56
DE,3,5,0.186,5.28
DE,3,10,0.137,5.67
DE,4,1,0.349,7.42
DE,4,2,0.651,7.42
DE,5,2,0.207,3.21
DE,5,3,0.777,3.26
DE,6,2,0.473,4.7
DE,6,3,0.495,4.1
DE,7,1,0.360,4.88
DE,7,2,0.640,4.88
DE,8,2,0.951,3.28
DE,9,1,0.156,3.86
DE,9,2,0.844,3.86
DE,10,2,0.124,4.15
DE,10,3,0.198,5.25
DE,10,4,0.168,4.54
DE,10,5,0.253,4.92
DE,10,7,0.152,4.41
DE,11,2,0.914,3.98
DE,12,1,0.210,3.41
DE,12,2,0.790,3.41
DE,13,1,0.720,4.02
DE,13,2,0.346,5.89
DE,13,7,0.117,3.79
DE,13,10,0.237,3.91
DE,14,1,0.451,4.11
DE,14,2,0.086,3.04
DE,14,5,0.513,4.04
DE,15,2,0.317,5.6
DE,15,3,0.251,4.11
DE,15,4,0.219,4.48
FL,1,1,0.525,1.99
FL,1,2,0.381,1.7
FL,1,3,0.078,1.05
FL,1,4,0.008,0.28
FL,1,5,0.008,0.26
FL,2,1,0.051,0.46
FL,2,2,0.774,0.99
FL,2,3,0.176,0.9
FL,3,1,0.243,1.43
FL,3,2,0.132,1.56
FL,3,3,0.098,1.08
FL,3,4,0.154,0.83
FL,3,5,0.134,1.32
FL,3,6,0.061,0.76
FL,3,7,0.036,0.57
FL,3,8,0.016,0.42
FL,3,9,0.015,0.26
FL,3,10,0.111,0.85
FL,4,1,0.373,1.49
FL,4,2,0.627,1.49
FL,5,1,0.032,0.51
FL,5,2,0.268,1.4
FL,5,3,0.700,1.04
FL,6,1,0.038,0.5
FL,6,2,0.536,1.52
FL,6,3,0.426,1.37
FL,7,1,0.434,1.24
FL,7,2,0.566,1.24
FL,8,1,0.082,0.55
FL,8,2,0.918,0.55
FL,9,1,0.145,1.26
FL,9,2,0.855,1.26
FL,10,1,0.099,1.07
FL,10,2,0.141,1.08
FL,10,3,0.201,1.2
FL,10,4,0.233,1.17
FL,10,5,0.145,1.23
FL,10,6,0.080,0.83
FL,10,7,0.100,0.92
FL,11,1,0.099,1.23
FL,11,2,0.901,1.23
FL,12,1,0.235,1.28
FL,12,2,0.765,1.28
FL,13,1,0.743,1.55
FL,13,2,0.292,1.45
FL,13,3,0.102,0.99
FL,13,4,0.023,0.43
FL,13,5,0.051,0.66
FL,13,6,0.068,0.71
FL,13,7,0.114,1
FL,13,8,0.041,0.79
FL,13,9,0.034,0.39
FL,13,10,0.177,1.19
FL,14,1,0.291,0.91
FL,14,2,0.094,0.94
FL,14,3,0.023,0.34
FL,14,4,0.026,0.59
FL,14,5,0.619,1.01
FL,15,1,0.039,0.56
FL,15,2,0.239,0.65
FL,15,3,0.282,1.08
FL,15,4,0.338,1.34
FL,15,5,0.043,0.45
FL,15,6,0.058,1.05
GA,1,1,0.515,2.73
GA,1,2,0.411,2.96
GA,1,3,0.055,1.05
GA,2,1,0.058,1.39
GA,2,2,0.755,2.09
GA,2,3,0.187,1.84
GA,3,1,0.208,2.22
GA,3,2,0.123,0.98
GA,3,3,0.100,1.72
GA,3,4,0.159,2.12
GA,3,5,0.153,1.82
GA,3,6,0.087,1.67
GA,3,7,0.034,1.02
GA,3,8,0.029,0.93
GA,3,9,0.019,0.91
GA,3,10,0.089,0.81
GA,4,1,0.419,1.96
GA,4,2,0.581,1.96
GA,5,1,0.031,0.67
GA,5,2,0.240,2.14
GA,5,3,0.729,2.42
GA,6,1,0.045,0.99
GA,6,2,0.533,1.9
GA,6,3,0.422,1.63
GA,7,1,0.444,2.64
GA,7,2,0.556,2.64
GA,8,1,0.074,1.43
GA,8,2,0.926,1.43
GA,9,1,0.149,1.48
GA,9,2,0.851,1.48
GA,10,1,0.116,1.11
GA,10,2,0.124,1.39
GA,10,3,0.197,1.97
GA,10,4,0.286,1.2
GA,10,5,0.151,1.71
GA,10,6,0.041,1.42
GA,10,7,0.086,0.99
GA,11,1,0.106,1.4
GA,11,2,0.894,1.4
GA,12,1,0.248,2.7
GA,12,2,0.752,2.7
GA,13,1,0.791,2.6
GA,13,2,0.299,2.01
GA,13,3,0.095,1.28
GA,13,4,0.018,0.61
GA,13,5,0.021,0.72
GA,13,6,0.078,1.49
GA,13,7,0.126,2.14
GA,13,8,0.042,0.92
GA,13,9,0.035,1.1
GA,13,10,0.156,2.14
GA,14,1,0.354,2.66
GA,14,2,0.113,1.33
GA,14,3,0.045,1.16
GA,14,4,0.022,0.61
GA,14,5,0.559,2.3
GA,15,1,0.057,1.24
GA,15,2,0.259,2.6
GA,15,3,0.308,2.33
GA,15,4,0.295,1.51
GA,15,5,0.043,0.97
GA,15,6,0.038,0.85
HI,1,1,0.566,5.53
HI,1,2,0.369,4.49
HI,2,2,0.811,4.67
HI,2,3,0.126,4.3
HI,3,1,0.324,6.44
HI,3,2,0.118,4.06
HI,3,3,0.129,3.1
HI,3,4,0.181,3.57
HI,4,1,0.465,5.24
HI,4,2,0.535,5.24
HI,5,2,0.373,3.94
HI,5,3,0.562,3.88
HI,6,2,0.580,4.76
HI,6,3,0.358,4.98
HI,7,1,0.390,5.05
HI,7,2,0.610,5.05
HI,8,1,0.085,2.74
HI,8,2,0.915,2.74
HI,9,1,0.157,5.02
HI,9,2,0.843,5.02
HI,10,1,0.138,2.77
HI,10,3,0.181,2.83
HI,10,4,0.263,5.09
HI,10,5,0.198,3.51
HI,10,7,0.071,2.28
HI,11,1,0.101,3.46
HI,11,2,0.899,3.46
HI,12,1,0.209,4.19
HI,12,2,0.791,4.19
HI,13,1,0.716,2.82
HI,13,2,0.384,5.32
HI,13,3,0.097,2.89
HI,13,7,0.130,2.75
HI,13,8,0.082,3.57
HI,13,10,0.146,2.97
HI,14,1,0.383,6.13
HI,14,2,0.151,4.48
HI,14,5,0.508,6.65
HI,15,2,0.159,2.88
HI,15,3,0.264,3.44
HI,15,4,0.393,2.56
HI,15,5,0.078,2.86
IA,1,1,0.326,2.67
IA,1,2,0.499,3.88
IA,1,3,0.130,2.3
IA,2,1,0.067,1.85
IA,2,2,0.673,3.39
IA,2,3,0.260,3.07
IA,3,1,0.148,1.92
IA,3,2,0.127,3.26
IA,3,3,0.111,2.43
IA,3,4,0.147,2.7
IA,3,5,0.152,2.7
IA,3,6,0.067,1.89
IA,3,7,0.039,1.02
IA,3,8,0.032,1.46
IA,3,10,0.154,1.69
IA,4,1,0.218,2.86
IA,4,2,0.782,2.86
IA,5,1,0.057,1.65
IA,5,2,0.218,3.25
IA,5,3,0.726,3.28
IA,6,1,0.070,1.51
IA,6,2,0.405,4.99
IA,6,3,0.525,4.18
IA,7,1,0.367,4.12
IA,7,2,0.633,4.12
IA,8,1,0.045,1.22
IA,8,2,0.955,1.22
IA,9,1,0.161,2.27
IA,9,2,0.839,2.27
IA,10,1,0.088,1.94
IA,10,2,0.090,1.91
IA,10,3,0.187,2.55
IA,10,4,0.281,2.92
IA,10,5,0.182,3.41
IA,10,6,0.052,1.87
IA,10,7,0.120,2.09
IA,11,1,0.080,2.35
IA,11,2,0.920,2.35
IA,12,1,0.113,2.45
IA,12,2,0.887,2.45
IA,13,1,0.716,3.09
IA,13,2,0.134,2.67
IA,13,3,0.082,2.38
IA,13,5,0.115,1.87
IA,13,6,0.098,1.88
IA,13,7,0.085,2.66
IA,13,10,0.196,3.24
IA,14,1,0.550,2.87
IA,14,2,0.061,2.35
IA,14,3,0.039,0.9
IA,14,5,0.408,2.2
IA,15,2,0.267,3.07
IA,15,3,0.308,1.72
IA,15,4,0.272,2.73
IA,15,6,0.098,2.68
ID,1,1,0.428,4.15
ID,1,2,0.444,4.22
ID,1,3,0.102,2.61
ID,2,1,0.099,2.51
ID,2,2,0.695,3.72
ID,2,3,0.206,2.35
ID,3,1,0.224,3.23
ID,3,2,0.176,2.71
ID,3,3,0.104,3.13
ID,3,4,0.160,3.2
ID,3,5,0.089,3.18
ID,3,6,0.048,1.67
ID,3,10,0.144,3.5
ID,4,1,0.340,4.45
ID,4,2,0.660,4.45
ID,5,2,0.237,4.39
ID,5,3,0.709,3.91
ID,6,1,0.095,3.42
ID,6,2,0.493,6.49
ID,6,3,0.413,5.79
ID,7,1,0.477,5.39
ID,7,2,0.523,5.39
ID,8,1,0.069,1.47
ID,8,2,0.931,1.47
ID,9,1,0.147,2.9
ID,9,2,0.853,2.9
ID,10,1,0.085,1.73
ID,10,2,0.101,1.74
ID,10,3,0.226,1.81
ID,10,4,0.277,3.64
ID,10,5,0.134,3.14
ID,10,6,0.062,2.27
ID,10,7,0.116,2.93
ID,11,1,0.066,2.18
ID,11,2,0.934,2.18
ID,12,1,0.121,3.68
ID,12,2,0.879,3.68
ID,13,1,0.692,3.15
ID,13,2,0.185,4.53
ID,13,3,0.066,2.02
ID,13,6,0.088,2.05
ID,13,7,0.102,2.05
ID,13,10,0.264,3.04
ID,14,1,0.498,3.89
ID,14,3,0.061,1.61
ID,14,5,0.499,3.97
ID,15,1,0.083,2.89
ID,15,2,0.304,2.82
ID,15,3,0.268,4.13
ID,15,4,0.187,3.39
ID,15,6,0.122,2.24
IL,1,1,0.533,2.57
IL,1,2,0.383,2.58
IL,1,3,0.061,1.04
IL,1,4,0.011,0.46
IL,2,1,0.058,0.81
IL,2,2,0.767,2.06
IL,2,3,0.175,1.83
IL,3,1,0.207,1.88
IL,3,2,0.131,1.43
IL,3,3,0.111,1.24
IL,3,4,0.142,0.82
IL,3,5,0.169,1.29
IL,3,6,0.051,0.47
IL,3,7,0.033,0.71
IL,3,8,0.028,0.54
IL,3,9,0.016,0.44
IL,3,10,0.112,1.31
IL,4,1,0.399,1.54
IL,4,2,0.601,1.54
IL,5,1,0.059,1.05
IL,5,2,0.274,2.92
IL,5,3,0.667,2.94
IL,6,1,0.064,1.1
IL,6,2,0.524,2.73
IL,6,3,0.412,2.53
IL,7,1,0.440,1.6
IL,7,2,0.560,1.6
IL,8,1,0.078,0.76
IL,8,2,0.922,0.76
IL,9,1,0.149,1.72
IL,9,2,0.851,1.72
IL,10,1,0.108,1.38
IL,10,2,0.156,1.09
IL,10,3,0.182,2.15
IL,10,4,0.251,1.6
IL,10,5,0.133,0.58
IL,10,6,0.057,1.02
IL,10,7,0.112,1.67
IL,11,1,0.119,1.34
IL,11,2,0.881,1.34
IL,12,1,0.251,2.12
IL,12,2,0.749,2.12
IL,13,1,0.763,2.13
IL,13,2,0.263,1.57
IL,13,3,0.115,1.2
IL,13,4,0.016,0.49
IL,13,5,0.078,0.57
IL,13,6,0.112,1.39
IL,13,7,0.157,1.44
IL,13,8,0.048,0.73
IL,13,9,0.032,0.63
IL,13,10,0.162,1.48
IL,14,1,0.444,2.79
IL,14,2,0.090,1.04
IL,14,3,0.035,0.78
IL,14,4,0.020,0.5
IL,14,5,0.492,2.61
IL,15,1,0.020,0.43
IL,15,2,0.217,1.87
IL,15,3,0.291,1.79
IL,15,4,0.361,1.86
IL,15,5,0.062,0.93
IL,15,6,0.050,1.02
IN,1,1,0.470,2.08
IN,1,2,0.409,2.26
IN,1,3,0.094,1.38
IN,1,4,0.023,0.57
IN,2,1,0.062,1.42
IN,2,2,0.721,2.3
IN,2,3,0.217,2.09
IN,3,1,0.200,2.74
IN,3,2,0.125,1.29
IN,3,3,0.100,1.63
IN,3,4,0.160,2.23
IN,3,5,0.151,2.1
IN,3,6,0.081,1.09
IN,3,7,0.032,0.96
IN,3,8,0.032,0.65
IN,3,10,0.102,1.11
IN,4,1,0.342,3.27
IN,4,2,0.658,3.27
IN,5,1,0.067,1.27
IN,5,2,0.251,2.05
IN,5,3,0.682,2.44
IN,6,1,0.054,0.99
IN,6,2,0.510,2.11
IN,6,3,0.436,2.72
IN,7,1,0.448,2.2
IN,7,2,0.552,2.2
IN,8,1,0.065,1.36
IN,8,2,0.935,1.36
IN,9,1,0.145,1.92
IN,9,2,0.855,1.92
IN,10,1,0.102,1.26
IN,10,2,0.157,2.08
IN,10,3,0.205,2.17
IN,10,4,0.234,1.7
IN,10,5,0.179,1.26
IN,10,6,0.047,1.19
IN,10,7,0.077,1.65
IN,11,1,0.122,1.31
IN,11,2,0.878,1.31
IN,12,1,0.200,1.81
IN,12,2,0.800,1.81
IN,13,1,0.746,2.2
IN,13,2,0.233,2.6
IN,13,3,0.081,1.11
IN,13,5,0.025,0.72
IN,13,6,0.075,1.12
IN,13,7,0.121,1.78
IN,13,8,0.035,1.22
IN,13,9,0.041,0.67
IN,13,10,0.178,2.14
IN,14,1,0.470,2.31
IN,14,2,0.084,1.51
IN,14,3,0.043,0.97
IN,14,5,0.464,2.7
IN,15,1,0.057,0.99
IN,15,2,0.280,2.59
IN,15,3,0.290,1.49
IN,15,4,0.248,2.17
IN,15,5,0.057,1.06
IN,15,6,0.068,1.32
KS,1,1,0.387,4.26
KS,1,2,0.440,3.59
KS,1,3,0.155,3.35
KS,2,1,0.054,1.4
KS,2,2,0.652,5
KS,2,3,0.294,4.86
KS,3,1,0.137,1.68
KS,3,2,0.131,2.94
KS,3,3,0.100,1.93
KS,3,4,0.197,2.68
KS,3,5,0.166,2.82
KS,3,6,0.052,1.84
KS,3,8,0.056,1.89
KS,3,10,0.127,3.47
KS,4,1,0.322,2.67
KS,4,2,0.678,2.67
KS,5,1,0.069,1.39
KS,5,2,0.192,2.43
KS,5,3,0.739,2.91
KS,6,1,0.067,1.88
KS,6,2,0.460,4.09
KS,6,3,0.473,4.34
KS,7,1,0.427,4.46
KS,7,2,0.573,4.46
KS,8,1,0.042,1.63
KS,8,2,0.958,1.63
KS,9,1,0.189,2.66
KS,9,2,0.811,2.66
KS,10,1,0.076,1.82
KS,10,2,0.132,2.63
KS,10,3,0.233,4.11
KS,10,4,0.250,3.33
KS,10,5,0.186,2.81
KS,10,7,0.093,3.41
KS,11,1,0.062,1.94
KS,11,2,0.938,1.94
KS,12,1,0.103,2.39
KS,12,2,0.897,2.39
KS,13,1,0.723,2.65
KS,13,2,0.221,4.96
KS,13,3,0.070,1.9
KS,13,6,0.093,2.03
KS,13,7,0.106,1.58
KS,13,9,0.045,1.91
KS,13,10,0.195,2.49
KS,14,1,0.566,5.54
KS,14,2,0.062,2.56
KS,14,3,0.055,1.66
KS,14,5,0.390,5.65
KS,15,1,0.059,2.86
KS,15,2,0.273,2.51
KS,15,3,0.255,2.73
KS,15,4,0.252,1.81
KS,15,5,0.044,1.43
KS,15,6,0.117,2.73
KY,1,1,0.461,4.18
KY,1,2,0.425,5.29
KY,1,3,0.088,2.97
KY,2,1,0.062,2.32
KY,2,2,0.785,4.02
KY,2,3,0.153,2.8
KY,3,1,0.157,3.09
KY,3,2,0.131,2.14
KY,3,3,0.121,1.8
KY,3,4,0.174,2.18
KY,3,5,0.141,3.04
KY,3,6,0.042,1.09
KY,3,8,0.039,1.38
KY,3,10,0.150,2.42
KY,4,1,0.369,3.29
KY,4,2,0.631,3.29
KY,5,1,0.062,2.09
KY,5,2,0.307,3.8
KY,5,3,0.631,4.65
KY,6,1,0.045,1.51
KY,6,2,0.530,3.43
KY,6,3,0.425,3.75
KY,7,1,0.403,3.49
KY,7,2,0.597,3.49
KY,8,2,0.963,1.29
KY,9,1,0.207,4.39
KY,9,2,0.793,4.39
