ST,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
AR,13,7,0.077,  2.06
AR,13,10,0.195,  4.40
AR,14,1,0.685,  4.41
AR,14,2,0.127,  2.38
AR,14,3,0.105,  2.36
AR,14,5,0.242,  5.03
AR,15,1,0.067,  2.67
AR,15,2,0.117,  2.79
AR,15,3,0.270,  3.53
AR,15,4,0.332,  3.69
AR,15,5,0.101,  2.09
AR,15,6,0.112,  2.50
AZ,1,1,0.334,  2.82
AZ,1,2,0.460,  1.98
AZ,1,3,0.169,  2.86
AZ,2,1,0.197,  2.20
AZ,2,2,0.435,  2.46
AZ,2,3,0.368,  2.65
AZ,3,1,0.073,  0.91
AZ,3,2,0.032,  0.84
AZ,3,3,0.064,  1.41
AZ,3,4,0.104,  1.42
AZ,3,5,0.254,  2.44
AZ,3,6,0.145,  1.17
AZ,3,7,0.075,  1.17
AZ,3,8,0.075,  0.99
AZ,3,9,0.086,  1.78
AZ,3,10,0.091,  1.98
AZ,4,1,0.207,  1.99
AZ,4,2,0.793,  1.99
AZ,5,1,0.080,  1.10
AZ,5,2,0.075,  1.09
AZ,5,3,0.845,  1.30
AZ,6,1,0.115,  1.92
AZ,6,2,0.214,  1.73
AZ,6,3,0.670,  1.30
AZ,7,1,0.346,  2.63
AZ,7,2,0.654,  2.63
AZ,8,1,0.057,  1.08
AZ,8,2,0.943,  1.08
AZ,9,1,0.078,  1.18
AZ,9,2,0.922,  1.18
AZ,10,1,0.036,  1.22
AZ,10,2,0.086,  1.75
AZ,10,3,0.152,  1.75
AZ,10,4,0.321,  2.46
AZ,10,5,0.268,  2.35
AZ,10,7,0.128,  1.35
AZ,11,1,0.035,  0.93
AZ,11,2,0.965,  0.93
AZ,12,1,0.120,  1.82
AZ,12,2,0.880,  1.82
AZ,13,1,0.699,  1.69
AZ,13,2,0.269,  2.64
AZ,13,3,0.093,  2.72
AZ,13,5,0.026,  0.84
AZ,13,6,0.057,  1.04
AZ,13,7,0.082,  1.16
AZ,13,8,0.033,  0.98
AZ,13,9,0.034,  0.88
AZ,13,10,0.257,  2.32
AZ,14,1,0.664,  1.89
AZ,14,2,0.175,  1.47
AZ,14,3,0.029,  0.74
AZ,14,4,0.030,  0.77
AZ,14,5,0.310,  1.90
AZ,15,2,0.144,  1.39
AZ,15,3,0.261,  1.73
AZ,15,4,0.346,  2.25
AZ,15,5,0.083,  1.45
AZ,15,6,0.140,  2.41
CA,1,1,0.475,  1.06
CA,1,2,0.401,  1.36
CA,1,3,0.097,  0.58
CA,1,4,0.017,  0.28
CA,1,5,0.010,  0.16
CA,2,1,0.150,  0.66
CA,2,2,0.530,  0.80
CA,2,3,0.319,  0.74
CA,3,1,0.125,  0.70
CA,3,2,0.060,  0.45
CA,3,3,0.042,  0.45
CA,3,4,0.113,  0.49
CA,3,5,0.190,  0.53
CA,3,6,0.151,  0.92
CA,3,7,0.066,  0.44
CA,3,8,0.097,  0.48
CA,3,9,0.085,  0.46
CA,3,10,0.070,  0.64
CA,4,1,0.364,  0.85
CA,4,2,0.636,  0.85
CA,5,1,0.103,  0.55
CA,5,2,0.167,  0.79
CA,5,3,0.730,  0.87
CA,6,1,0.116,  0.48
CA,6,2,0.305,  1.12
CA,6,3,0.579,  1.00
CA,7,1,0.366,  0.92
CA,7,2,0.634,  0.92
CA,8,1,0.068,  0.31
CA,8,2,0.932,  0.31
CA,9,1,0.116,  0.63
CA,9,2,0.884,  0.63
CA,10,1,0.041,  0.64
CA,10,2,0.083,  0.58
CA,10,3,0.155,  0.72
CA,10,4,0.316,  0.62
CA,10,5,0.258,  1.41
CA,10,6,0.038,  0.52
CA,10,7,0.109,  0.63
CA,11,1,0.072,  0.55
CA,11,2,0.928,  0.55
CA,12,1,0.190,  1.25
CA,12,2,0.810,  1.25
CA,13,1,0.725,  0.87
CA,13,2,0.324,  1.02
CA,13,3,0.103,  0.60
CA,13,4,0.025,  0.39
CA,13,5,0.038,  0.47
CA,13,6,0.067,  0.54
CA,13,7,0.112,  0.85
CA,13,8,0.058,  0.64
CA,13,9,0.043,  0.43
CA,13,10,0.187,  0.69
CA,14,1,0.685,  1.04
CA,14,2,0.203,  0.67
CA,14,3,0.054,  0.31
CA,14,4,0.023,  0.36
CA,14,5,0.264,  0.89
CA,15,1,0.028,  0.63
CA,15,2,0.110,  0.77
CA,15,3,0.212,  0.77
CA,15,4,0.446,  0.79
CA,15,5,0.127,  0.71
CA,15,6,0.077,  0.48
CO,1,1,0.378,  1.78
CO,1,2,0.430,  2.59
CO,1,3,0.145,  1.86
CO,1,4,0.036,  0.96
CO,2,1,0.167,  1.23
CO,2,2,0.462,  1.67
CO,2,3,0.372,  1.48
CO,3,1,0.111,  1.09
CO,3,2,0.049,  0.66
CO,3,3,0.060,  1.00
CO,3,4,0.130,  1.60
CO,3,5,0.203,  1.70
CO,3,6,0.144,  0.76
CO,3,7,0.058,  0.81
CO,3,8,0.084,  1.03
CO,3,9,0.083,  1.09
CO,3,10,0.078,  1.28
CO,4,1,0.237,  1.75
CO,4,2,0.763,  1.75
CO,5,1,0.091,  0.74
CO,5,2,0.078,  1.04
CO,5,3,0.831,  1.56
CO,6,1,0.129,  0.90
CO,6,2,0.242,  1.77
CO,6,3,0.630,  2.07
CO,7,1,0.345,  2.39
CO,7,2,0.655,  2.39
CO,8,1,0.053,  1.16
CO,8,2,0.947,  1.16
CO,9,1,0.059,  1.23
CO,9,2,0.941,  1.23
CO,10,1,0.040,  0.84
CO,10,2,0.097,  1.87
CO,10,3,0.153,  1.41
CO,10,4,0.302,  2.47
CO,10,5,0.294,  3.03
CO,10,6,0.031,  0.90
CO,10,7,0.082,  0.70
CO,11,1,0.049,  1.06
CO,11,2,0.951,  1.06
CO,12,1,0.130,  0.93
CO,12,2,0.870,  0.93
CO,13,1,0.711,  2.15
CO,13,2,0.259,  2.37
CO,13,3,0.090,  0.97
CO,13,4,0.019,  0.51
CO,13,5,0.053,  1.05
CO,13,6,0.071,  1.15
CO,13,7,0.140,  1.14
CO,13,8,0.044,  0.78
CO,13,9,0.046,  1.12
CO,13,10,0.220,  2.40
CO,14,1,0.682,  2.13
CO,14,2,0.170,  1.72
CO,14,3,0.063,  0.62
CO,14,4,0.019,  0.44
CO,14,5,0.276,  2.63
CO,15,1,0.039,  0.92
CO,15,2,0.129,  1.36
CO,15,3,0.177,  1.89
CO,15,4,0.406,  1.79
CO,15,5,0.112,  1.47
CO,15,6,0.138,  1.86
CT,1,1,0.438,  3.84
CT,1,2,0.399,  3.38
CT,1,3,0.112,  2.21
CT,1,4,0.046,  1.64
CT,2,1,0.137,  2.22
CT,2,2,0.451,  3.05
CT,2,3,0.411,  3.11
CT,3,1,0.117,  2.08
CT,3,3,0.048,  1.23
CT,3,4,0.135,  2.36
CT,3,5,0.171,  2.28
CT,3,6,0.115,  2.26
CT,3,7,0.109,  0.95
CT,3,8,0.116,  1.91
CT,3,9,0.054,  1.08
CT,3,10,0.113,  2.00
CT,4,1,0.268,  2.46
CT,4,2,0.732,  2.46
CT,5,1,0.098,  2.17
CT,5,2,0.126,  2.24
CT,5,3,0.775,  3.52
CT,6,1,0.098,  1.66
CT,6,2,0.235,  3.15
CT,6,3,0.666,  3.30
CT,7,1,0.327,  3.04
CT,7,2,0.673,  3.04
CT,8,1,0.064,  1.28
CT,8,2,0.936,  1.28
CT,9,1,0.102,  1.91
CT,9,2,0.898,  1.91
CT,10,1,0.033,  1.52
CT,10,2,0.045,  0.95
CT,10,3,0.211,  2.35
CT,10,4,0.330,  1.76
CT,10,5,0.235,  2.27
CT,10,7,0.120,  1.85
CT,11,1,0.061,  1.25
CT,11,2,0.939,  1.25
CT,12,1,0.210,  3.29
CT,12,2,0.790,  3.29
CT,13,1,0.791,  2.84
CT,13,2,0.308,  3.84
CT,13,3,0.097,  1.47
CT,13,5,0.110,  4.20
CT,13,6,0.057,  1.98
CT,13,7,0.104,  1.66
CT,13,8,0.034,  1.21
CT,13,10,0.165,  3.17
CT,14,1,0.767,  2.10
CT,14,2,0.201,  2.37
CT,14,3,0.044,  1.46
CT,14,4,0.032,  0.72
CT,14,5,0.200,  2.44
CT,15,2,0.103,  1.98
CT,15,3,0.257,  2.09
CT,15,4,0.412,  2.37
CT,15,5,0.101,  1.58
CT,15,6,0.106,  1.72
DC,1,1,0.440,  4.53
DC,1,2,0.380,  4.82
DC,1,3,0.137,  2.78
DC,2,2,0.523,  7.89
DC,2,3,0.396,  7.52
DC,3,5,0.300,  4.51
DC,3,6,0.128,  4.49
DC,4,1,0.406,  4.97
DC,4,2,0.594,  4.97
DC,5,3,0.825,  3.10
DC,6,2,0.257,  4.91
DC,6,3,0.723,  4.56
DC,7,1,0.355,  3.30
DC,7,2,0.645,  3.30
DC,8,2,0.941,  3.13
DC,9,2,0.850,  4.51
DC,10,3,0.166,  4.04
DC,10,4,0.426,  4.67
DC,10,5,0.182,  4.28
DC,11,2,0.970,  2.03
DC,12,1,0.237,  5.41
DC,12,2,0.763,  5.41
DC,13,1,0.717,  3.70
DC,13,2,0.372,  7.06
DC,13,5,0.276,  4.15
DC,13,10,0.213,  2.13
DC,14,1,0.667,  4.67
DC,14,2,0.275,  6.27
DC,14,5,0.276,  3.90
DC,15,3,0.186,  4.13
DC,15,4,0.469,  5.18
DE,1,1,0.396,  4.37
DE,1,2,0.467,  5.09
DE,1,3,0.127,  3.14
DE,2,1,0.131,  3.11
DE,2,2,0.521,  5.00
DE,2,3,0.347,  5.61
DE,3,4,0.142,  4.33
DE,3,5,0.203,  5.84
DE,3,6,0.097,  2.27
DE,4,1,0.321,  6.23
DE,4,2,0.679,  6.23
DE,5,3,0.872,  3.25
DE,6,2,0.278,  4.79
DE,6,3,0.679,  5.65
DE,7,1,0.320,  6.48
DE,7,2,0.680,  6.48
DE,8,2,0.941,  2.59
DE,9,2,0.883,  3.57
DE,10,3,0.133,  4.36
DE,10,4,0.285,  5.43
DE,10,5,0.247,  5.40
DE,10,7,0.127,  4.28
DE,11,2,0.967,  3.22
DE,12,2,0.880,  4.41
DE,13,1,0.687,  5.14
DE,13,2,0.261,  6.15
DE,13,10,0.265,  4.38
DE,14,1,0.647,  5.68
DE,14,2,0.139,  3.56
DE,14,5,0.298,  4.85
DE,15,3,0.199,  4.26
DE,15,4,0.378,  7.51
DE,15,5,0.163,  3.16
DE,15,6,0.137,  3.50
FL,1,1,0.413,  1.57
FL,1,2,0.448,  2.01
FL,1,3,0.114,  0.89
FL,1,4,0.017,  0.41
FL,2,1,0.206,  0.96
FL,2,2,0.486,  1.68
FL,2,3,0.307,  1.91
FL,3,1,0.110,  1.04
FL,3,2,0.051,  0.60
FL,3,3,0.069,  0.85
FL,3,4,0.138,  1.05
FL,3,5,0.184,  0.45
FL,3,6,0.172,  0.89
FL,3,7,0.067,  0.55
FL,3,8,0.078,  0.70
FL,3,9,0.064,  0.46
FL,3,10,0.067,  0.84
FL,4,1,0.237,  1.02
FL,4,2,0.763,  1.02
FL,5,1,0.086,  0.81
FL,5,2,0.117,  1.13
FL,5,3,0.798,  1.50
FL,6,1,0.113,  0.87
FL,6,2,0.253,  1.33
FL,6,3,0.634,  1.72
FL,7,1,0.346,  1.44
FL,7,2,0.654,  1.44
FL,8,1,0.056,  0.46
FL,8,2,0.944,  0.46
FL,9,1,0.067,  0.83
FL,9,2,0.933,  0.83
FL,10,1,0.046,  0.47
FL,10,2,0.082,  0.89
FL,10,3,0.188,  1.44
FL,10,4,0.333,  0.83
FL,10,5,0.228,  1.56
FL,10,6,0.032,  0.46
FL,10,7,0.091,  0.84
FL,11,1,0.068,  0.60
FL,11,2,0.932,  0.60
FL,12,1,0.158,  1.18
FL,12,2,0.842,  1.18
FL,13,1,0.758,  1.14
FL,13,2,0.294,  1.33
FL,13,3,0.127,  0.92
FL,13,4,0.019,  0.42
FL,13,5,0.052,  0.47
FL,13,6,0.055,  0.65
FL,13,7,0.125,  0.57
FL,13,8,0.051,  0.35
FL,13,9,0.033,  0.53
FL,13,10,0.175,  1.16
FL,14,1,0.722,  1.05
FL,14,2,0.215,  0.81
FL,14,3,0.060,  0.85
FL,14,4,0.029,  0.46
FL,14,5,0.235,  1.14
FL,15,1,0.028,  0.49
FL,15,2,0.160,  1.04
FL,15,3,0.244,  1.87
FL,15,4,0.372,  1.25
FL,15,5,0.096,  0.85
FL,15,6,0.100,  0.74
GA,1,1,0.393,  1.35
GA,1,2,0.451,  2.07
GA,1,3,0.118,  1.53
GA,1,4,0.027,  0.62
GA,2,1,0.197,  1.57
GA,2,2,0.507,  1.95
GA,2,3,0.295,  2.20
GA,3,1,0.069,  0.95
GA,3,2,0.042,  0.55
GA,3,3,0.065,  1.81
GA,3,4,0.119,  1.15
GA,3,5,0.201,  2.05
GA,3,6,0.134,  1.72
GA,3,7,0.070,  0.78
GA,3,8,0.107,  1.84
GA,3,9,0.105,  1.44
GA,3,10,0.088,  0.94
GA,4,1,0.214,  2.22
GA,4,2,0.786,  2.22
GA,5,1,0.092,  1.52
GA,5,2,0.129,  1.22
GA,5,3,0.779,  2.33
GA,6,1,0.101,  1.35
GA,6,2,0.263,  1.54
GA,6,3,0.637,  2.23
GA,7,1,0.359,  1.53
GA,7,2,0.641,  1.53
GA,8,1,0.052,  0.76
GA,8,2,0.948,  0.76
GA,9,1,0.086,  1.06
GA,9,2,0.914,  1.06
GA,10,1,0.027,  0.92
GA,10,2,0.097,  1.78
GA,10,3,0.193,  1.31
GA,10,4,0.301,  2.90
GA,10,5,0.256,  1.25
GA,10,6,0.021,  0.31
GA,10,7,0.105,  1.15
GA,11,1,0.039,  0.64
GA,11,2,0.961,  0.64
GA,12,1,0.134,  1.32
GA,12,2,0.866,  1.32
GA,13,1,0.777,  2.58
GA,13,2,0.289,  1.90
GA,13,3,0.076,  0.94
GA,13,6,0.061,  1.36
GA,13,7,0.086,  1.65
GA,13,8,0.028,  0.66
GA,13,9,0.031,  0.93
GA,13,10,0.178,  2.78
GA,14,1,0.739,  2.81
GA,14,2,0.183,  2.17
GA,14,3,0.055,  0.70
GA,14,4,0.020,  0.64
GA,14,5,0.220,  2.88
GA,15,1,0.023,  0.86
GA,15,2,0.153,  1.33
GA,15,3,0.271,  2.11
GA,15,4,0.365,  2.32
GA,15,5,0.090,  1.16
GA,15,6,0.097,  1.08
HI,1,1,0.495,  4.93
HI,1,2,0.338,  6.75
HI,1,3,0.154,  3.54
HI,2,1,0.095,  3.19
HI,2,2,0.561,  3.96
HI,2,3,0.343,  3.79
HI,3,1,0.168,  4.32
HI,3,4,0.163,  3.46
HI,3,5,0.257,  4.21
HI,3,6,0.132,  4.58
HI,3,8,0.076,  2.94
HI,4,1,0.371,  4.06
HI,4,2,0.629,  4.06
HI,5,2,0.181,  2.20
HI,5,3,0.780,  3.19
HI,6,2,0.284,  4.99
HI,6,3,0.676,  4.67
HI,7,1,0.387,  5.36
HI,7,2,0.613,  5.36
HI,8,2,0.979,  0.99
HI,9,1,0.101,  2.50
HI,9,2,0.899,  2.50
HI,10,3,0.159,  3.60
HI,10,4,0.296,  2.24
HI,10,5,0.261,  4.81
HI,10,7,0.117,  3.21
HI,11,2,0.948,  1.77
HI,12,1,0.156,  2.20
HI,12,2,0.844,  2.20
HI,13,1,0.764,  4.12
HI,13,2,0.307,  4.51
HI,13,3,0.105,  2.70
HI,13,5,0.105,  3.15
HI,13,6,0.051,  2.26
HI,13,7,0.152,  3.21
HI,13,10,0.178,  2.70
HI,14,1,0.697,  5.10
HI,14,2,0.224,  3.23
HI,14,3,0.071,  2.55
HI,14,5,0.260,  3.75
HI,15,2,0.081,  2.18
HI,15,3,0.247,  3.73
HI,15,4,0.484,  2.40
HI,15,5,0.095,  2.17
IA,1,1,0.278,  3.47
IA,1,2,0.491,  4.49
IA,1,3,0.161,  2.85
IA,1,4,0.065,  1.67
IA,2,1,0.141,  2.15
IA,2,2,0.459,  2.89
IA,2,3,0.400,  3.35
IA,3,1,0.073,  1.22
IA,3,3,0.074,  1.99
IA,3,4,0.151,  2.97
IA,3,5,0.198,  2.37
IA,3,6,0.138,  1.57
IA,3,7,0.072,  1.88
IA,3,8,0.095,  1.46
IA,3,9,0.068,  1.87
IA,3,10,0.094,  1.57
IA,4,1,0.159,  2.96
IA,4,2,0.841,  2.96
IA,5,1,0.089,  2.84
IA,5,2,0.091,  2.26
IA,5,3,0.820,  3.08
IA,6,1,0.111,  2.95
IA,6,2,0.237,  2.81
IA,6,3,0.652,  4.09
IA,7,1,0.358,  2.13
IA,7,2,0.642,  2.13
IA,8,1,0.050,  1.02
IA,8,2,0.950,  1.02
IA,9,1,0.090,  3.17
IA,9,2,0.910,  3.17
IA,10,1,0.039,  1.24
IA,10,2,0.101,  1.83
IA,10,3,0.190,  3.54
IA,10,4,0.306,  2.94
IA,10,5,0.236,  3.40
IA,10,7,0.116,  2.20
IA,11,1,0.035,  1.14
IA,11,2,0.965,  1.14
IA,12,1,0.047,  1.65
IA,12,2,0.953,  1.65
IA,13,1,0.708,  4.48
IA,13,2,0.138,  2.44
IA,13,3,0.111,  1.91
IA,13,5,0.166,  2.94
IA,13,6,0.090,  2.27
IA,13,7,0.098,  2.61
IA,13,9,0.040,  0.94
IA,13,10,0.208,  3.07
IA,14,1,0.693,  4.85
IA,14,2,0.077,  1.79
IA,14,3,0.056,  1.58
IA,14,5,0.279,  4.31
IA,15,1,0.051,  2.52
IA,15,2,0.197,  1.81
IA,15,3,0.211,  2.63
IA,15,4,0.336,  3.44
IA,15,5,0.057,  1.25
IA,15,6,0.148,  2.33
ID,1,1,0.203,  3.44
ID,1,2,0.542,  4.45
ID,1,3,0.228,  3.33
ID,2,1,0.188,  2.86
ID,2,2,0.360,  3.02
ID,2,3,0.451,  3.89
ID,3,4,0.097,  2.76
ID,3,5,0.251,  4.33
ID,3,6,0.167,  3.23
ID,3,7,0.096,  3.40
ID,3,8,0.086,  2.07
ID,3,9,0.077,  2.87
ID,3,10,0.110,  2.54
ID,4,1,0.107,  2.67
ID,4,2,0.893,  2.67
ID,5,1,0.100,  3.62
ID,5,3,0.859,  3.94
ID,6,1,0.145,  3.24
ID,6,2,0.192,  3.01
ID,6,3,0.664,  5.34
ID,7,1,0.360,  4.44
ID,7,2,0.640,  4.44
ID,8,2,0.970,  1.00
ID,9,2,0.964,  1.22
ID,10,2,0.121,  3.28
ID,10,3,0.195,  3.25
ID,10,4,0.294,  4.67
ID,10,5,0.239,  3.78
ID,10,7,0.106,  3.58
ID,11,2,0.983,  0.76
ID,12,2,0.964,  1.42
ID,13,1,0.638,  2.15
ID,13,2,0.125,  2.60
ID,13,7,0.071,  2.59
ID,13,10,0.282,  2.55
ID,14,1,0.626,  2.78
ID,14,2,0.099,  3.06
ID,14,5,0.341,  2.56
ID,15,1,0.072,  2.96
ID,15,2,0.139,  2.88
ID,15,3,0.253,  4.09
ID,15,4,0.270,  4.33
ID,15,5,0.061,  1.74
ID,15,6,0.206,  2.87
IL,1,1,0.389,  2.16
IL,1,2,0.478,  2.90
IL,1,3,0.102,  1.28
IL,1,4,0.020,  0.53
IL,1,5,0.010,  0.32
IL,2,1,0.146,  1.18
IL,2,2,0.550,  2.26
IL,2,3,0.304,  1.81
IL,3,1,0.108,  1.27
IL,3,2,0.041,  0.77
IL,3,3,0.051,  0.87
IL,3,4,0.124,  1.20
IL,3,5,0.199,  1.58
IL,3,6,0.160,  0.97
IL,3,7,0.068,  0.86
IL,3,8,0.078,  0.84
IL,3,9,0.104,  0.98
IL,3,10,0.067,  0.58
IL,4,1,0.326,  1.55
IL,4,2,0.674,  1.55
IL,5,1,0.088,  1.28
IL,5,2,0.121,  0.97
IL,5,3,0.791,  1.14
IL,6,1,0.106,  1.50
IL,6,2,0.318,  2.17
IL,6,3,0.576,  2.35
IL,7,1,0.354,  1.00
IL,7,2,0.646,  1.00
IL,8,1,0.054,  0.49
IL,8,2,0.946,  0.49
IL,9,1,0.107,  1.70
IL,9,2,0.893,  1.70
IL,10,1,0.039,  0.62
IL,10,2,0.084,  0.90
IL,10,3,0.171,  1.60
IL,10,4,0.334,  0.86
IL,10,5,0.249,  1.22
IL,10,6,0.033,  0.64
IL,10,7,0.090,  0.73
IL,11,1,0.040,  0.75
IL,11,2,0.960,  0.75
IL,12,1,0.129,  1.19
IL,12,2,0.871,  1.19
IL,13,1,0.777,  0.87
IL,13,2,0.254,  2.18
IL,13,3,0.106,  1.58
IL,13,4,0.019,  0.42
IL,13,5,0.033,  0.67
IL,13,6,0.070,  0.82
IL,13,7,0.106,  1.23
IL,13,8,0.033,  1.09
IL,13,9,0.037,  0.39
IL,13,10,0.166,  1.14
IL,14,1,0.748,  1.10
IL,14,2,0.173,  1.77
IL,14,3,0.049,  0.97
IL,14,4,0.024,  0.38
IL,14,5,0.211,  1.17
IL,15,1,0.023,  0.61
IL,15,2,0.138,  1.56
IL,15,3,0.240,  1.68
IL,15,4,0.436,  2.51
IL,15,5,0.084,  1.19
IL,15,6,0.079,  0.66
IN,1,1,0.347,  2.41
IN,1,2,0.459,  3.28
IN,1,3,0.154,  1.69
IN,1,4,0.031,  0.85
IN,2,1,0.169,  1.89
IN,2,2,0.458,  2.62
IN,2,3,0.373,  3.15
IN,3,1,0.075,  1.28
IN,3,2,0.056,  1.48
IN,3,3,0.029,  0.80
IN,3,4,0.110,  0.94
IN,3,5,0.212,  2.01
IN,3,6,0.149,  1.47
IN,3,7,0.101,  0.87
IN,3,8,0.114,  1.41
IN,3,9,0.072,  0.98
IN,3,10,0.084,  1.89
IN,4,1,0.169,  1.66
IN,4,2,0.831,  1.66
IN,5,1,0.087,  0.96
IN,5,2,0.071,  1.20
