ST,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
AR,5,3,0.839,  3.29
AR,6,1,0.131,  2.07
AR,6,2,0.214,  2.91
AR,6,3,0.655,  2.97
AR,7,1,0.384,  2.82
AR,7,2,0.616,  2.82
AR,8,2,0.984,  1.05
AR,9,1,0.107,  2.66
AR,9,2,0.893,  2.66
AR,10,2,0.119,  2.53
AR,10,3,0.188,  5.56
AR,10,4,0.265,  2.95
AR,10,5,0.212,  3.32
AR,10,7,0.084,  2.36
AR,11,2,0.953,  1.19
AR,12,1,0.086,  3.07
AR,12,2,0.914,  3.07
AR,13,1,0.816,  3.79
AR,13,2,0.259,  4.23
AR,13,3,0.126,  2.67
AR,13,5,0.216,  2.87
AR,13,6,0.078,  3.06
AR,13,9,0.053,  1.04
AR,13,10,0.142,  3.77
AR,14,1,0.809,  3.81
AR,14,2,0.155,  2.45
AR,14,3,0.089,  2.33
AR,14,5,0.167,  3.05
AR,15,2,0.163,  2.98
AR,15,3,0.277,  3.95
AR,15,4,0.304,  2.86
AR,15,5,0.066,  1.63
AR,15,6,0.165,  7.44
AZ,1,1,0.366,  2.49
AZ,1,2,0.456,  2.51
AZ,1,3,0.148,  1.43
AZ,1,4,0.021,  0.59
AZ,2,1,0.136,  2.29
AZ,2,2,0.584,  3.31
AZ,2,3,0.280,  3.01
AZ,3,1,0.094,  1.62
AZ,3,2,0.051,  1.36
AZ,3,3,0.046,  0.78
AZ,3,4,0.162,  1.68
AZ,3,5,0.165,  1.96
AZ,3,6,0.158,  1.67
AZ,3,7,0.053,  1.48
AZ,3,8,0.110,  1.91
AZ,3,9,0.079,  1.25
AZ,3,10,0.082,  1.34
AZ,4,1,0.200,  1.46
AZ,4,2,0.800,  1.46
AZ,5,1,0.092,  2.45
AZ,5,2,0.150,  2.73
AZ,5,3,0.759,  1.78
AZ,6,1,0.133,  2.15
AZ,6,2,0.313,  1.63
AZ,6,3,0.554,  2.76
AZ,7,1,0.317,  2.26
AZ,7,2,0.683,  2.26
AZ,8,1,0.047,  1.05
AZ,8,2,0.953,  1.05
AZ,9,1,0.082,  1.43
AZ,9,2,0.918,  1.43
AZ,10,1,0.031,  0.89
AZ,10,2,0.071,  1.80
AZ,10,3,0.155,  2.53
AZ,10,4,0.365,  2.28
AZ,10,5,0.276,  3.92
AZ,10,7,0.079,  1.65
AZ,11,1,0.064,  0.92
AZ,11,2,0.936,  0.92
AZ,12,1,0.153,  1.27
AZ,12,2,0.847,  1.27
AZ,13,1,0.660,  2.65
AZ,13,2,0.248,  2.05
AZ,13,3,0.075,  1.79
AZ,13,6,0.069,  1.05
AZ,13,7,0.083,  1.58
AZ,13,8,0.032,  0.96
AZ,13,9,0.040,  0.75
AZ,13,10,0.278,  2.26
AZ,14,1,0.576,  2.53
AZ,14,2,0.149,  1.82
AZ,14,3,0.054,  1.27
AZ,14,5,0.375,  2.45
AZ,15,2,0.133,  1.69
AZ,15,3,0.303,  1.51
AZ,15,4,0.368,  2.96
AZ,15,5,0.064,  1.04
AZ,15,6,0.114,  1.42
CA,1,1,0.487,  1.04
CA,1,2,0.408,  0.90
CA,1,3,0.075,  0.53
CA,1,4,0.019,  0.29
CA,1,5,0.011,  0.15
CA,2,1,0.106,  0.57
CA,2,2,0.622,  0.85
CA,2,3,0.271,  0.90
CA,3,1,0.144,  0.72
CA,3,2,0.053,  0.38
CA,3,3,0.051,  0.43
CA,3,4,0.118,  0.71
CA,3,5,0.197,  0.75
CA,3,6,0.137,  1.01
CA,3,7,0.063,  0.62
CA,3,8,0.088,  0.54
CA,3,9,0.081,  0.39
CA,3,10,0.069,  0.44
CA,4,1,0.394,  1.18
CA,4,2,0.606,  1.18
CA,5,1,0.086,  0.70
CA,5,2,0.203,  0.65
CA,5,3,0.711,  0.92
CA,6,1,0.115,  0.56
CA,6,2,0.360,  1.34
CA,6,3,0.525,  1.46
CA,7,1,0.405,  0.80
CA,7,2,0.595,  0.80
CA,8,1,0.081,  0.66
CA,8,2,0.919,  0.66
CA,9,1,0.127,  0.59
CA,9,2,0.873,  0.59
CA,10,1,0.038,  0.53
CA,10,2,0.068,  0.69
CA,10,3,0.165,  0.53
CA,10,4,0.329,  0.90
CA,10,5,0.267,  0.80
CA,10,6,0.037,  0.36
CA,10,7,0.097,  0.44
CA,11,1,0.079,  0.57
CA,11,2,0.921,  0.57
CA,12,1,0.222,  0.76
CA,12,2,0.778,  0.76
CA,13,1,0.750,  0.62
CA,13,2,0.349,  0.60
CA,13,3,0.102,  0.56
CA,13,4,0.020,  0.23
CA,13,5,0.039,  0.43
CA,13,6,0.067,  0.39
CA,13,7,0.124,  0.65
CA,13,8,0.056,  0.33
CA,13,9,0.057,  0.45
CA,13,10,0.173,  0.55
CA,14,1,0.671,  0.53
CA,14,2,0.202,  0.53
CA,14,3,0.056,  0.34
CA,14,4,0.020,  0.32
CA,14,5,0.280,  0.50
CA,15,1,0.016,  0.40
CA,15,2,0.101,  0.61
CA,15,3,0.228,  0.72
CA,15,4,0.457,  1.30
CA,15,5,0.132,  0.68
CA,15,6,0.066,  0.37
CO,1,1,0.411,  1.60
CO,1,2,0.423,  1.96
CO,1,3,0.137,  1.29
CO,1,4,0.024,  0.33
CO,2,1,0.139,  1.39
CO,2,2,0.559,  2.54
CO,2,3,0.302,  2.24
CO,3,1,0.125,  1.64
CO,3,2,0.052,  0.66
CO,3,3,0.059,  1.17
CO,3,4,0.146,  1.85
CO,3,5,0.186,  1.84
CO,3,6,0.151,  1.23
CO,3,7,0.057,  1.02
CO,3,8,0.072,  1.02
CO,3,9,0.073,  1.14
CO,3,10,0.080,  1.18
CO,4,1,0.227,  1.10
CO,4,2,0.773,  1.10
CO,5,1,0.086,  1.08
CO,5,2,0.146,  1.71
CO,5,3,0.768,  1.15
CO,6,1,0.109,  1.69
CO,6,2,0.299,  2.71
CO,6,3,0.593,  1.94
CO,7,1,0.378,  1.64
CO,7,2,0.622,  1.64
CO,8,1,0.065,  0.94
CO,8,2,0.935,  0.94
CO,9,1,0.106,  1.33
CO,9,2,0.894,  1.33
CO,10,1,0.034,  0.49
CO,10,2,0.076,  1.31
CO,10,3,0.157,  1.72
CO,10,4,0.337,  2.24
CO,10,5,0.267,  2.01
CO,10,6,0.029,  0.95
CO,10,7,0.100,  1.17
CO,11,1,0.044,  0.71
CO,11,2,0.956,  0.71
CO,12,1,0.133,  1.04
CO,12,2,0.867,  1.04
CO,13,1,0.721,  1.55
CO,13,2,0.240,  2.28
CO,13,3,0.073,  1.07
CO,13,4,0.010,  0.31
CO,13,5,0.056,  1.06
CO,13,6,0.092,  1.14
CO,13,7,0.106,  1.21
CO,13,8,0.027,  0.71
CO,13,9,0.044,  0.91
CO,13,10,0.196,  1.85
CO,14,1,0.666,  1.31
CO,14,2,0.153,  2.00
CO,14,3,0.050,  0.80
CO,14,4,0.023,  0.37
CO,14,5,0.285,  1.55
CO,15,1,0.020,  0.69
CO,15,2,0.109,  1.69
CO,15,3,0.228,  1.53
CO,15,4,0.459,  3.14
CO,15,5,0.082,  0.75
CO,15,6,0.102,  1.31
CT,1,1,0.418,  2.54
CT,1,2,0.409,  3.87
CT,1,3,0.117,  1.90
CT,1,4,0.034,  0.71
CT,2,1,0.073,  1.70
CT,2,2,0.610,  3.81
CT,2,3,0.317,  3.91
CT,3,1,0.093,  1.83
CT,3,2,0.055,  0.96
CT,3,3,0.041,  1.14
CT,3,4,0.086,  1.61
CT,3,5,0.183,  1.97
CT,3,6,0.154,  2.24
CT,3,7,0.068,  1.11
CT,3,8,0.127,  2.35
CT,3,9,0.079,  1.64
CT,3,10,0.115,  2.33
CT,4,1,0.331,  2.61
CT,4,2,0.669,  2.61
CT,5,1,0.103,  1.60
CT,5,2,0.147,  2.26
CT,5,3,0.750,  3.67
CT,6,1,0.135,  2.02
CT,6,2,0.314,  2.55
CT,6,3,0.552,  3.63
CT,7,1,0.466,  2.48
CT,7,2,0.534,  2.48
CT,8,1,0.048,  1.36
CT,8,2,0.952,  1.36
CT,9,1,0.177,  2.34
CT,9,2,0.823,  2.34
CT,10,1,0.035,  1.27
CT,10,2,0.069,  2.60
CT,10,3,0.150,  1.80
CT,10,4,0.345,  3.29
CT,10,5,0.244,  2.74
CT,10,7,0.139,  2.79
CT,11,1,0.077,  2.20
CT,11,2,0.923,  2.20
CT,12,1,0.186,  2.16
CT,12,2,0.814,  2.16
CT,13,1,0.801,  3.34
CT,13,2,0.277,  2.95
CT,13,3,0.095,  1.50
CT,13,4,0.051,  1.51
CT,13,5,0.048,  1.67
CT,13,6,0.054,  1.73
CT,13,7,0.122,  2.92
CT,13,8,0.041,  1.64
CT,13,9,0.041,  1.51
CT,13,10,0.149,  2.40
CT,14,1,0.761,  3.46
CT,14,2,0.164,  0.99
CT,14,3,0.046,  1.28
CT,14,4,0.046,  1.28
CT,14,5,0.212,  2.89
CT,15,2,0.107,  1.95
CT,15,3,0.216,  2.22
CT,15,4,0.412,  3.15
CT,15,5,0.117,  1.70
CT,15,6,0.120,  2.99
DC,1,1,0.499,  6.76
DC,1,2,0.314,  6.54
DC,1,3,0.162,  5.21
DC,2,2,0.624,  6.24
DC,2,3,0.376,  6.24
DC,3,1,0.217,  6.66
DC,3,5,0.153,  3.77
DC,4,1,0.533,  6.40
DC,4,2,0.467,  6.40
DC,5,3,0.838,  2.54
DC,6,2,0.338,  6.52
DC,6,3,0.606,  4.81
DC,7,1,0.291,  3.31
DC,7,2,0.709,  3.31
DC,8,2,0.951,  1.87
DC,9,2,0.890,  2.39
DC,10,3,0.185,  3.32
DC,10,4,0.331,  4.96
DC,10,5,0.291,  4.49
DC,11,2,0.975,  1.81
DC,12,1,0.238,  5.56
DC,12,2,0.762,  5.56
DC,13,1,0.692,  3.30
DC,13,2,0.289,  6.40
DC,13,5,0.224,  2.69
DC,13,10,0.253,  5.51
DC,14,1,0.632,  3.92
DC,14,2,0.164,  3.52
DC,14,5,0.343,  5.07
DC,15,3,0.238,  4.61
DC,15,4,0.450,  7.78
DC,15,6,0.112,  3.86
DE,1,1,0.450,  6.85
DE,1,2,0.498,  6.99
DE,2,1,0.131,  3.75
DE,2,2,0.488,  5.68
DE,2,3,0.381,  6.19
DE,3,4,0.203,  5.49
DE,3,5,0.198,  4.75
DE,3,6,0.136,  3.51
DE,4,1,0.349,  4.52
DE,4,2,0.651,  4.52
DE,5,2,0.102,  3.07
DE,5,3,0.799,  4.31
DE,6,1,0.118,  5.04
DE,6,2,0.287,  5.69
DE,6,3,0.595,  5.14
DE,7,1,0.479,  7.45
DE,7,2,0.521,  7.45
DE,8,1,0.101,  3.34
DE,8,2,0.899,  3.34
DE,9,2,0.895,  4.00
DE,10,3,0.158,  4.64
DE,10,4,0.401,  4.39
DE,10,5,0.207,  3.28
DE,10,7,0.105,  3.85
DE,11,2,0.962,  1.89
DE,12,1,0.146,  3.75
DE,12,2,0.854,  3.75
DE,13,1,0.822,  5.46
DE,13,2,0.346,  4.80
DE,13,3,0.129,  3.55
DE,13,10,0.128,  4.75
DE,14,1,0.773,  7.30
DE,14,2,0.148,  2.95
DE,14,5,0.191,  6.65
DE,15,3,0.351,  6.22
DE,15,4,0.371,  6.70
FL,1,1,0.448,  1.84
FL,1,2,0.404,  1.43
FL,1,3,0.121,  1.09
FL,1,4,0.014,  0.51
FL,1,5,0.013,  0.43
FL,2,1,0.145,  0.46
FL,2,2,0.585,  1.56
FL,2,3,0.271,  1.42
FL,3,1,0.130,  0.98
FL,3,2,0.080,  0.83
FL,3,3,0.070,  0.93
FL,3,4,0.128,  0.90
FL,3,5,0.200,  1.13
FL,3,6,0.133,  0.62
FL,3,7,0.053,  0.67
FL,3,8,0.070,  0.55
FL,3,9,0.065,  0.63
FL,3,10,0.070,  0.64
FL,4,1,0.274,  1.57
FL,4,2,0.726,  1.57
FL,5,1,0.072,  0.56
FL,5,2,0.115,  0.52
FL,5,3,0.813,  0.62
FL,6,1,0.107,  0.65
FL,6,2,0.301,  1.66
FL,6,3,0.591,  1.34
FL,7,1,0.356,  1.18
FL,7,2,0.644,  1.18
FL,8,1,0.067,  0.68
FL,8,2,0.933,  0.68
FL,9,1,0.094,  0.95
FL,9,2,0.906,  0.95
FL,10,1,0.049,  0.83
FL,10,2,0.075,  1.12
FL,10,3,0.182,  0.95
FL,10,4,0.358,  0.96
FL,10,5,0.213,  1.32
FL,10,6,0.029,  0.63
FL,10,7,0.094,  0.59
FL,11,1,0.060,  0.49
FL,11,2,0.940,  0.49
FL,12,1,0.160,  1.00
FL,12,2,0.840,  1.00
FL,13,1,0.711,  1.79
FL,13,2,0.294,  1.06
FL,13,3,0.105,  1.01
FL,13,4,0.015,  0.50
FL,13,5,0.043,  0.72
FL,13,6,0.049,  0.70
FL,13,7,0.089,  1.31
FL,13,8,0.034,  0.33
FL,13,9,0.029,  0.43
FL,13,10,0.222,  1.51
FL,14,1,0.652,  2.17
FL,14,2,0.164,  0.99
FL,14,3,0.050,  0.59
FL,14,4,0.022,  0.50
FL,14,5,0.299,  1.99
FL,15,1,0.033,  0.55
FL,15,2,0.147,  1.18
FL,15,3,0.258,  1.60
FL,15,4,0.384,  1.31
FL,15,5,0.075,  0.80
FL,15,6,0.104,  0.97
GA,1,1,0.404,  1.56
GA,1,2,0.447,  1.07
GA,1,3,0.113,  1.55
GA,1,4,0.021,  0.74
GA,2,1,0.153,  1.91
GA,2,2,0.582,  2.44
GA,2,3,0.265,  2.22
GA,3,1,0.102,  1.29
GA,3,2,0.044,  1.08
GA,3,3,0.080,  0.83
GA,3,4,0.135,  1.33
GA,3,5,0.184,  1.78
GA,3,6,0.134,  1.85
GA,3,7,0.067,  1.07
GA,3,8,0.094,  1.39
GA,3,9,0.080,  1.33
GA,3,10,0.081,  1.20
GA,4,1,0.237,  1.68
GA,4,2,0.763,  1.68
GA,5,1,0.079,  0.96
GA,5,2,0.139,  1.16
GA,5,3,0.781,  1.06
GA,6,1,0.097,  1.40
GA,6,2,0.340,  1.20
GA,6,3,0.564,  1.04
GA,7,1,0.405,  2.30
GA,7,2,0.595,  2.30
GA,8,1,0.085,  1.35
GA,8,2,0.915,  1.35
GA,9,1,0.106,  1.78
GA,9,2,0.894,  1.78
GA,10,1,0.038,  1.06
GA,10,2,0.079,  2.24
GA,10,3,0.149,  1.01
GA,10,4,0.339,  1.67
GA,10,5,0.241,  3.03
GA,10,6,0.033,  0.76
GA,10,7,0.122,  1.00
GA,11,1,0.039,  0.75
GA,11,2,0.961,  0.75
GA,12,1,0.164,  2.70
GA,12,2,0.836,  2.70
GA,13,1,0.763,  2.52
GA,13,2,0.294,  2.29
GA,13,3,0.087,  1.45
GA,13,5,0.023,  0.74
GA,13,6,0.070,  1.47
GA,13,7,0.097,  1.44
GA,13,8,0.046,  0.86
GA,13,9,0.025,  0.79
GA,13,10,0.174,  1.71
GA,14,1,0.707,  2.65
GA,14,2,0.186,  1.59
GA,14,3,0.062,  1.22
GA,14,5,0.247,  2.11
GA,15,1,0.030,  0.77
GA,15,2,0.163,  1.82
GA,15,3,0.256,  1.45
GA,15,4,0.382,  1.36
GA,15,5,0.078,  1.36
GA,15,6,0.090,  1.61
HI,1,1,0.395,  6.79
HI,1,2,0.448,  4.78
HI,1,3,0.117,  3.96
HI,2,1,0.118,  2.27
HI,2,2,0.626,  4.86
HI,2,3,0.257,  3.85
HI,3,1,0.171,  4.13
HI,3,4,0.134,  4.65
HI,3,5,0.278,  7.22
HI,3,6,0.118,  3.56
HI,4,1,0.290,  8.00
HI,4,2,0.710,  8.00
HI,5,2,0.230,  6.34
HI,5,3,0.696,  7.17
HI,6,2,0.374,  7.12
HI,6,3,0.537,  8.25
HI,7,1,0.354,  6.24
HI,7,2,0.646,  6.24
HI,8,2,0.917,  2.57
HI,9,1,0.147,  3.46
HI,9,2,0.853,  3.46
HI,10,3,0.166,  4.83
HI,10,4,0.316,  4.24
HI,10,5,0.221,  5.50
HI,10,7,0.118,  4.01
HI,11,2,0.919,  3.80
HI,12,1,0.211,  4.22
HI,12,2,0.789,  4.22
HI,13,1,0.768,  4.08
HI,13,2,0.405,  5.81
HI,13,10,0.159,  3.59
HI,14,1,0.711,  6.42
HI,14,2,0.209,  5.96
HI,14,5,0.235,  5.94
HI,15,3,0.174,  3.67
HI,15,4,0.435,  7.71
HI,15,5,0.217,  4.36
IA,1,1,0.344,  4.51
IA,1,2,0.459,  3.06
IA,1,3,0.167,  2.89
IA,2,1,0.078,  1.61
IA,2,2,0.593,  5.41
IA,2,3,0.329,  5.55
IA,3,1,0.110,  1.70
IA,3,2,0.058,  1.62
IA,3,3,0.063,  1.80
IA,3,4,0.109,  3.41
IA,3,5,0.173,  2.83
IA,3,6,0.127,  3.03
IA,3,7,0.088,  1.76
IA,3,8,0.109,  2.42
IA,3,9,0.075,  1.66
IA,3,10,0.089,  1.49
IA,4,1,0.270,  3.03
IA,4,2,0.730,  3.03
IA,5,1,0.079,  1.88
IA,5,2,0.124,  2.86
IA,5,3,0.797,  4.01
IA,6,1,0.113,  2.29
IA,6,2,0.271,  2.81
IA,6,3,0.616,  3.96
IA,7,1,0.401,  3.56
IA,7,2,0.599,  3.56
IA,8,1,0.061,  1.58
IA,8,2,0.939,  1.58
IA,9,1,0.085,  1.46
IA,9,2,0.915,  1.46
IA,10,1,0.056,  1.65
IA,10,2,0.106,  1.68
IA,10,3,0.153,  2.79
IA,10,4,0.325,  4.38
IA,10,5,0.249,  4.12
IA,10,7,0.100,  1.89
IA,11,2,0.970,  0.86
IA,12,1,0.102,  2.24
IA,12,2,0.898,  2.24
IA,13,1,0.770,  3.91
IA,13,2,0.194,  2.27
IA,13,3,0.069,  1.09
IA,13,5,0.154,  2.98
IA,13,6,0.106,  1.90
IA,13,7,0.106,  2.98
IA,13,10,0.153,  3.71
IA,14,1,0.761,  4.24
IA,14,2,0.076,  0.96
IA,14,5,0.214,  4.36
IA,15,1,0.059,  1.93
IA,15,2,0.176,  2.75
IA,15,3,0.193,  4.35
IA,15,4,0.385,  5.11
IA,15,6,0.140,  3.29
ID,1,1,0.271,  1.84
ID,1,2,0.569,  3.36
ID,1,3,0.127,  3.01
ID,2,1,0.175,  2.95
ID,2,2,0.551,  4.45
ID,2,3,0.274,  3.30
ID,3,1,0.081,  2.41
ID,3,3,0.071,  1.63
ID,3,4,0.180,  3.41
ID,3,5,0.200,  3.36
ID,3,6,0.130,  2.51
ID,3,8,0.121,  3.24
ID,3,9,0.043,  1.57
ID,3,10,0.104,  1.80
ID,4,1,0.223,  3.41
ID,4,2,0.777,  3.41
ID,5,1,0.081,  2.05
ID,5,2,0.066,  1.28
ID,5,3,0.853,  2.01
ID,6,1,0.149,  1.86
ID,6,2,0.309,  3.18
ID,6,3,0.542,  4.02
ID,7,1,0.354,  2.53
ID,7,2,0.646,  2.53
ID,8,1,0.066,  2.02
ID,8,2,0.934,  2.02
ID,9,1,0.059,  1.72
ID,9,2,0.941,  1.72
ID,10,2,0.097,  2.31
ID,10,3,0.178,  3.20
ID,10,4,0.339,  4.59
ID,10,5,0.257,  2.70
ID,10,7,0.095,  2.14
ID,11,2,0.967,  1.74
ID,12,1,0.123,  3.36
ID,12,2,0.877,  3.36
ID,13,1,0.708,  3.18
ID,13,2,0.204,  3.25
ID,13,3,0.089,  2.21
ID,13,5,0.115,  2.77
ID,13,7,0.077,  1.49
ID,13,10,0.183,  2.44
ID,14,1,0.699,  2.79
ID,14,2,0.158,  3.30
ID,14,3,0.067,  1.91
ID,14,5,0.263,  2.99
ID,15,2,0.164,  3.37
ID,15,3,0.306,  2.87
ID,15,4,0.317,  3.47
ID,15,6,0.133,  2.17
IL,1,1,0.507,  0.99
IL,1,2,0.384,  1.75
IL,1,3,0.078,  1.53
IL,1,4,0.027,  0.58
IL,2,1,0.089,  1.47
IL,2,2,0.661,  1.86
IL,2,3,0.249,  1.35
IL,3,1,0.127,  1.55
IL,3,2,0.061,  1.48
IL,3,3,0.057,  0.73
IL,3,4,0.112,  1.43
IL,3,5,0.193,  1.95
IL,3,6,0.129,  1.68
IL,3,7,0.060,  0.99
IL,3,8,0.093,  1.26
IL,3,9,0.089,  0.76
IL,3,10,0.079,  0.85
IL,4,1,0.348,  1.70
IL,4,2,0.652,  1.70
IL,5,1,0.078,  1.11
IL,5,2,0.148,  1.37
IL,5,3,0.774,  1.92
IL,6,1,0.081,  0.88
IL,6,2,0.364,  2.33
IL,6,3,0.556,  2.29
IL,7,1,0.408,  1.97
IL,7,2,0.592,  1.97
IL,8,1,0.063,  0.94
IL,8,2,0.937,  0.94
IL,9,1,0.126,  1.60
IL,9,2,0.874,  1.60
IL,10,1,0.032,  0.62
IL,10,2,0.089,  0.88
IL,10,3,0.183,  1.55
IL,10,4,0.318,  1.81
IL,10,5,0.223,  1.34
IL,10,6,0.038,  0.65
IL,10,7,0.117,  1.52
IL,11,1,0.049,  1.04
IL,11,2,0.951,  1.04
IL,12,1,0.190,  1.70
IL,12,2,0.810,  1.70
IL,13,1,0.768,  1.97
IL,13,2,0.271,  1.82
IL,13,3,0.093,  1.05
IL,13,4,0.025,  0.68
IL,13,5,0.062,  0.53
IL,13,6,0.085,  1.37
IL,13,7,0.120,  1.23
IL,13,8,0.047,  0.80
IL,13,9,0.036,  0.77
IL,13,10,0.151,  1.44
IL,14,1,0.726,  1.48
IL,14,2,0.158,  1.05
IL,14,3,0.064,  0.87
IL,14,4,0.026,  0.79
IL,14,5,0.224,  1.46
IL,15,1,0.018,  0.32
IL,15,2,0.103,  1.23
IL,15,3,0.220,  1.13
IL,15,4,0.462,  1.78
IL,15,5,0.135,  1.35
IL,15,6,0.063,  0.85
IN,1,1,0.388,  1.79
IN,1,2,0.450,  1.65
IN,1,3,0.133,  1.79
IN,1,4,0.025,  1.21
IN,2,1,0.160,  1.83
IN,2,2,0.579,  2.35
IN,2,3,0.262,  2.19
IN,3,1,0.077,  1.87
IN,3,2,0.063,  1.49
IN,3,3,0.063,  1.40
IN,3,4,0.107,  2.56
IN,3,5,0.204,  1.73
IN,3,6,0.142,  1.84
IN,3,7,0.062,  1.30
IN,3,8,0.105,  1.63
IN,3,9,0.085,  1.26
IN,3,10,0.093,  1.57
IN,4,1,0.219,  3.22
IN,4,2,0.781,  3.22
IN,5,1,0.114,  1.37
IN,5,2,0.125,  2.35
IN,5,3,0.761,  2.49
IN,6,1,0.121,  1.25
IN,6,2,0.324,  3.55
IN,6,3,0.556,  3.34
