ST,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
DE,15,2,0.135,  3.60
DE,15,3,0.207,  7.02
DE,15,4,0.348,  5.13
DE,15,5,0.124,  2.87
FL,1,1,0.382,  1.66
FL,1,2,0.448,  1.55
FL,1,3,0.142,  1.08
FL,1,4,0.022,  0.51
FL,2,1,0.240,  1.88
FL,2,2,0.418,  1.65
FL,2,3,0.341,  1.20
FL,3,1,0.082,  0.88
FL,3,2,0.061,  0.82
FL,3,3,0.061,  0.43
FL,3,4,0.138,  1.23
FL,3,5,0.205,  0.91
FL,3,6,0.163,  1.21
FL,3,7,0.079,  0.62
FL,3,8,0.078,  0.45
FL,3,9,0.073,  0.80
FL,3,10,0.058,  0.66
FL,4,1,0.168,  1.42
FL,4,2,0.832,  1.42
FL,5,1,0.085,  0.66
FL,5,2,0.091,  0.48
FL,5,3,0.824,  0.91
FL,6,1,0.123,  1.20
FL,6,2,0.202,  0.94
FL,6,3,0.674,  1.42
FL,7,1,0.289,  1.35
FL,7,2,0.711,  1.35
FL,8,1,0.055,  0.57
FL,8,2,0.945,  0.57
FL,9,1,0.072,  0.56
FL,9,2,0.928,  0.56
FL,10,1,0.044,  0.84
FL,10,2,0.107,  1.31
FL,10,3,0.194,  0.90
FL,10,4,0.293,  1.19
FL,10,5,0.256,  1.25
FL,10,6,0.022,  0.39
FL,10,7,0.085,  1.09
FL,11,1,0.044,  1.06
FL,11,2,0.956,  1.06
FL,12,1,0.129,  1.10
FL,12,2,0.871,  1.10
FL,13,1,0.729,  1.47
FL,13,2,0.274,  1.35
FL,13,3,0.099,  0.93
FL,13,4,0.016,  0.43
FL,13,5,0.042,  0.98
FL,13,6,0.047,  0.45
FL,13,7,0.111,  0.98
FL,13,8,0.032,  0.56
FL,13,9,0.026,  0.55
FL,13,10,0.204,  1.50
FL,14,1,0.701,  1.88
FL,14,2,0.193,  1.16
FL,14,3,0.063,  0.75
FL,14,4,0.019,  0.42
FL,14,5,0.263,  1.56
FL,15,1,0.046,  0.59
FL,15,2,0.165,  1.23
FL,15,3,0.280,  1.72
FL,15,4,0.321,  1.61
FL,15,5,0.069,  0.59
FL,15,6,0.119,  1.07
GA,1,1,0.369,  2.23
GA,1,2,0.467,  3.43
GA,1,3,0.127,  1.97
GA,1,4,0.028,  0.74
GA,2,1,0.233,  1.56
GA,2,2,0.416,  1.90
GA,2,3,0.350,  1.36
GA,3,1,0.067,  1.13
GA,3,2,0.032,  0.69
GA,3,3,0.052,  1.34
GA,3,4,0.122,  1.71
GA,3,5,0.207,  2.56
GA,3,6,0.154,  1.38
GA,3,7,0.074,  0.78
GA,3,8,0.106,  1.14
GA,3,9,0.102,  1.66
GA,3,10,0.085,  0.67
GA,4,1,0.173,  0.95
GA,4,2,0.827,  0.95
GA,5,1,0.082,  0.99
GA,5,2,0.082,  0.77
GA,5,3,0.836,  1.44
GA,6,1,0.118,  1.47
GA,6,2,0.227,  2.61
GA,6,3,0.655,  2.03
GA,7,1,0.326,  1.98
GA,7,2,0.674,  1.98
GA,8,1,0.025,  0.71
GA,8,2,0.975,  0.71
GA,9,1,0.060,  1.46
GA,9,2,0.940,  1.46
GA,10,1,0.054,  1.14
GA,10,2,0.065,  1.11
GA,10,3,0.174,  1.12
GA,10,4,0.328,  1.74
GA,10,5,0.272,  2.24
GA,10,6,0.014,  0.31
GA,10,7,0.094,  1.62
GA,11,1,0.053,  0.97
GA,11,2,0.947,  0.97
GA,12,1,0.152,  1.20
GA,12,2,0.848,  1.20
GA,13,1,0.798,  1.88
GA,13,2,0.299,  1.37
GA,13,3,0.086,  1.17
GA,13,4,0.013,  0.46
GA,13,5,0.024,  0.61
GA,13,6,0.090,  1.49
GA,13,7,0.098,  1.64
GA,13,8,0.040,  1.13
GA,13,9,0.040,  1.24
GA,13,10,0.122,  1.74
GA,14,1,0.763,  2.50
GA,14,2,0.231,  1.76
GA,14,3,0.055,  0.74
GA,14,4,0.023,  0.54
GA,14,5,0.180,  2.29
GA,15,1,0.042,  1.03
GA,15,2,0.134,  1.50
GA,15,3,0.266,  0.90
GA,15,4,0.389,  1.54
GA,15,5,0.075,  1.09
GA,15,6,0.093,  0.54
HI,1,1,0.432,  4.68
HI,1,2,0.437,  4.68
HI,1,3,0.087,  2.83
HI,2,1,0.140,  4.55
HI,2,2,0.532,  6.35
HI,2,3,0.327,  5.20
HI,3,1,0.149,  2.51
HI,3,4,0.149,  3.63
HI,3,5,0.194,  3.34
HI,3,6,0.155,  4.34
HI,4,1,0.284,  4.08
HI,4,2,0.716,  4.08
HI,5,1,0.125,  4.62
HI,5,2,0.156,  1.84
HI,5,3,0.719,  4.68
HI,6,2,0.333,  4.02
HI,6,3,0.572,  5.67
HI,7,1,0.317,  4.67
HI,7,2,0.683,  4.67
HI,8,2,0.969,  1.67
HI,9,2,0.929,  1.84
HI,10,3,0.134,  2.92
HI,10,4,0.339,  6.44
HI,10,5,0.255,  4.34
HI,10,7,0.120,  2.94
HI,11,2,0.924,  2.82
HI,12,1,0.213,  3.62
HI,12,2,0.787,  3.62
HI,13,1,0.777,  4.77
HI,13,2,0.424,  6.01
HI,13,3,0.149,  3.91
HI,13,6,0.100,  2.78
HI,13,7,0.151,  4.09
HI,13,10,0.168,  4.07
HI,14,1,0.757,  4.57
HI,14,2,0.330,  5.21
HI,14,3,0.112,  3.90
HI,14,5,0.212,  4.19
HI,15,3,0.224,  4.38
HI,15,4,0.490,  3.48
HI,15,5,0.135,  3.16
HI,15,6,0.079,  1.23
IA,1,1,0.223,  3.19
IA,1,2,0.568,  3.28
IA,1,3,0.158,  2.39
IA,2,1,0.202,  2.26
IA,2,2,0.411,  2.54
IA,2,3,0.387,  3.73
IA,3,1,0.057,  0.97
IA,3,3,0.045,  1.67
IA,3,4,0.121,  1.54
IA,3,5,0.229,  2.98
IA,3,6,0.141,  2.64
IA,3,7,0.090,  2.38
IA,3,8,0.096,  1.44
IA,3,9,0.080,  1.94
IA,3,10,0.108,  1.23
IA,4,1,0.078,  2.45
IA,4,2,0.922,  2.45
IA,5,1,0.088,  1.87
IA,5,2,0.056,  2.38
IA,5,3,0.856,  2.06
IA,6,1,0.131,  3.61
IA,6,2,0.175,  2.55
IA,6,3,0.694,  2.54
IA,7,1,0.300,  2.53
IA,7,2,0.700,  2.53
IA,8,1,0.050,  2.24
IA,8,2,0.950,  2.24
IA,9,1,0.071,  2.42
IA,9,2,0.929,  2.42
IA,10,1,0.038,  1.22
IA,10,2,0.088,  1.49
IA,10,3,0.217,  2.82
IA,10,4,0.288,  3.89
IA,10,5,0.210,  3.38
IA,10,7,0.129,  2.58
IA,11,1,0.033,  1.01
IA,11,2,0.967,  1.01
IA,12,1,0.069,  2.64
IA,12,2,0.931,  2.64
IA,13,1,0.794,  1.62
IA,13,2,0.182,  2.73
IA,13,3,0.099,  1.96
IA,13,5,0.157,  1.97
IA,13,6,0.078,  3.04
IA,13,7,0.079,  1.65
IA,13,9,0.043,  1.42
IA,13,10,0.143,  1.79
IA,14,1,0.771,  1.24
IA,14,2,0.129,  2.56
IA,14,3,0.067,  1.26
IA,14,4,0.040,  0.93
IA,14,5,0.185,  1.72
IA,15,2,0.167,  4.15
IA,15,3,0.263,  2.46
IA,15,4,0.363,  2.83
IA,15,5,0.050,  1.87
IA,15,6,0.126,  2.66
ID,1,1,0.222,  3.72
ID,1,2,0.553,  4.35
ID,1,3,0.162,  2.76
ID,2,1,0.202,  3.02
ID,2,2,0.376,  3.72
ID,2,3,0.421,  3.09
ID,3,1,0.075,  3.51
ID,3,3,0.075,  1.86
ID,3,4,0.141,  3.74
ID,3,5,0.231,  1.89
ID,3,6,0.162,  1.45
ID,3,7,0.050,  2.42
ID,3,8,0.075,  2.45
ID,3,9,0.075,  2.79
ID,3,10,0.087,  1.93
ID,4,1,0.115,  2.94
ID,4,2,0.885,  2.94
ID,5,1,0.122,  2.49
ID,5,2,0.116,  2.71
ID,5,3,0.762,  3.46
ID,6,1,0.132,  1.76
ID,6,2,0.207,  3.27
ID,6,3,0.661,  3.62
ID,7,1,0.344,  3.13
ID,7,2,0.656,  3.13
ID,8,2,0.962,  1.43
ID,9,1,0.072,  2.48
ID,9,2,0.928,  2.48
ID,10,1,0.072,  1.50
ID,10,2,0.119,  1.91
ID,10,3,0.185,  3.26
ID,10,4,0.247,  2.31
ID,10,5,0.230,  5.02
ID,10,7,0.120,  2.39
ID,11,2,0.970,  1.87
ID,12,1,0.062,  2.43
ID,12,2,0.938,  2.43
ID,13,1,0.634,  5.19
ID,13,2,0.193,  2.81
ID,13,3,0.068,  1.96
ID,13,5,0.141,  3.36
ID,13,7,0.054,  1.77
ID,13,10,0.273,  4.47
ID,14,1,0.608,  5.29
ID,14,2,0.113,  2.15
ID,14,3,0.046,  0.91
ID,14,5,0.344,  4.84
ID,15,1,0.088,  1.98
ID,15,2,0.193,  4.70
ID,15,3,0.223,  3.93
ID,15,4,0.242,  2.89
ID,15,6,0.210,  3.89
IL,1,1,0.415,  2.19
IL,1,2,0.438,  1.81
IL,1,3,0.114,  0.72
IL,1,4,0.024,  0.51
IL,1,5,0.010,  0.32
IL,2,1,0.181,  1.01
IL,2,2,0.468,  1.25
IL,2,3,0.351,  0.78
IL,3,1,0.100,  1.35
IL,3,2,0.056,  0.87
IL,3,3,0.062,  1.02
IL,3,4,0.114,  0.94
IL,3,5,0.204,  1.65
IL,3,6,0.144,  2.24
IL,3,7,0.069,  1.19
IL,3,8,0.083,  1.14
IL,3,9,0.088,  1.01
IL,3,10,0.080,  1.24
IL,4,1,0.273,  1.26
IL,4,2,0.727,  1.26
IL,5,1,0.089,  1.22
IL,5,2,0.103,  0.86
IL,5,3,0.808,  1.56
IL,6,1,0.133,  1.00
IL,6,2,0.264,  1.95
IL,6,3,0.603,  1.85
IL,7,1,0.337,  1.90
IL,7,2,0.663,  1.90
IL,8,1,0.064,  1.21
IL,8,2,0.936,  1.21
IL,9,1,0.093,  1.18
IL,9,2,0.907,  1.18
IL,10,1,0.059,  1.22
IL,10,2,0.079,  0.78
IL,10,3,0.184,  1.27
IL,10,4,0.286,  1.83
IL,10,5,0.260,  1.05
IL,10,6,0.033,  0.50
IL,10,7,0.099,  0.72
IL,11,1,0.032,  0.79
IL,11,2,0.968,  0.79
IL,12,1,0.149,  0.82
IL,12,2,0.851,  0.82
IL,13,1,0.747,  0.94
IL,13,2,0.263,  1.68
IL,13,3,0.106,  1.14
IL,13,4,0.020,  0.78
IL,13,5,0.043,  0.72
IL,13,6,0.067,  1.05
IL,13,7,0.095,  1.08
IL,13,8,0.037,  0.65
IL,13,9,0.035,  0.80
IL,13,10,0.185,  0.89
IL,14,1,0.729,  1.15
IL,14,2,0.192,  1.90
IL,14,3,0.056,  0.68
IL,14,4,0.019,  0.46
IL,14,5,0.241,  1.16
IL,15,1,0.030,  0.57
IL,15,2,0.161,  1.38
IL,15,3,0.215,  1.41
IL,15,4,0.407,  1.53
IL,15,5,0.095,  1.33
IL,15,6,0.092,  0.88
IN,1,1,0.279,  0.94
IN,1,2,0.523,  2.15
IN,1,3,0.147,  1.49
IN,1,4,0.037,  1.13
IN,2,1,0.218,  2.41
IN,2,2,0.395,  2.42
IN,2,3,0.387,  1.99
IN,3,1,0.060,  1.32
IN,3,2,0.022,  0.87
IN,3,3,0.052,  1.24
